entityID	wikidataID	label
2440	Q1534482	Later Yan
2441	Q1539360	Northern Liang
2442	Q1541779	County of Osona
2443	Q1541813	County of Roussillon
2444	Q1555184	Guriana
2445	Q1588434	Thanjavur Nayak kingdom
2446	Q1606043	Siberian Republic
2447	Q1638408	Rinpungpa
2448	Q1649290	Idel-Ural State
2449	Q1661685	Indo-Sassanids
2450	Q1678787	Jaitpur State
2451	Q1708400	Księstwo płockie
2452	Q1728162	Kantora
2453	Q1740533	Baku Khanate
2454	Q1756914	Sultanate of Nejd
2455	Q1771706	Alania
2456	Q1785349	Kota State
2457	Q1965778	Sarir
2458	Q1991742	Kingdom of Alba
2459	Q2006542	Dominion of Pakistan
2460	Q2030487	Airgíalla
2461	Q2097045	Yelang
2462	Q2109946	Principality of Galilee
2463	Q2162698	Duchy of Bohemia
2464	Q2182946	Commune of the Working People of Estonia
2465	Q2183293	Duchy of Belz
2466	Q2249661	United Provinces of New Granada
2467	Q2253783	Kingdom of Glywysing
2468	Q2285679	Taifa of Córdoba
2469	Q2295939	Duchy of Vasconia
2470	Q2331954	Despotate of Arta
2471	Q2336882	Green Ukraine
2472	Q2340665	Basutoland
2473	Q2341105	Great Horde
2474	Q2342282	Oman proper
2475	Q2353476	Strandzha Commune
2476	Q2354842	SAO Kninska Krajina
2477	Q2370784	Shun Dynasty
2478	Q2502093	Urteḫi
2479	Q2579852	Taurida Soviet Socialist Republic
2480	Q2598512	Xue
2481	Q2604565	Rajputana Agency
2482	Q2647882	Allabria
2483	Q2650114	Sui
2484	Q2650474	Lü
2485	Q2665398	Matsya Kingdom
2486	Q2670639	Powys Wenwynwyn
2487	Q2684394	Taifa of Baeza
2488	Q2872689	Turkestan Autonomy
2489	Q2893890	Kamtapur
2490	Q2899771	Principality of Hungary
2491	Q2989320	Edeirnion
2492	Q3028514	Kingdom of Tahiti
2493	Q3177715	Pagaruyung Kingdom
2494	Q3233989	Lanfang Republic
2495	Q3403551	Principality of Halych
2496	Q3446190	Royaume de Larantuka
2497	Q3446223	Sagaing Kingdom
2498	Q3456432	République des Sept-Dizains
2499	Q3496420	Slovak Republic
2500	Q3571951	Royal Lordship of Molina
2501	Q3572054	Lordship of Albarracin
2502	Q3687948	Contea di Asti
2503	Q3688102	Contea di Como
2504	Q3688641	Contea di Sovana
2505	Q3708094	Seljuk Empire
2506	Q3744563	Adsele
2507	Q3834772	stati italiani dell'era dei comuni
2508	Q3877418	Ibelin
2509	Q3892131	Provincia Libre de Guayaquil
2510	Q3933254	Repubblica partigiana del Corniolo
2511	Q3933259	Repubblica partigiana di Maschito
2512	Q3963975	Akkalkot State
2513	Q3968538	stati italiani nella prima metà del XVIII secolo
2514	Q4074097	Баакульское царство
2515	Q4083686	Sultanate of Bengal
2516	Q4133535	Гарамантида
2517	Q4148091	Графство Генган
2518	Q4184652	Transcaspian Government
2519	Q4215076	Каринское княжество
2520	Q4216316	Karusha Kingdom
2521	Q4225218	Кобринское княжество
2522	Q4281031	Maragheh Khanate
2523	Q4304392	Русское (централизованное) государство
2524	Q16	Canada
2525	Q4412473	Северо-Западное правительство
2526	Q4421239	Сицилийская держава Дионисия
2527	Q4430531	Soi︠u︡z obʺedinennykh gort︠s︡ev Gorskai︠a︡ Respublika
2528	Q4449812	Тайбугинский юрт
2529	Q4520500	Шареный бугор
2530	Q4667453	Abhira Kingdom
2531	Q4858354	barangay
2532	Q4898261	葛国
2533	Q4899887	Beylik of Tanrıbermiş
2534	Q4903979	Bida Emirate
2535	Q4976669	毕国
2536	Q4985038	Vettathunad
2537	Q5185064	House of Zhu
2538	Q5305952	Dravida Kingdom
2539	Q5362837	Emirate of Jabal Shammar
2540	Q5369469	Dumakru
2541	Q6201794	Jin
2542	Q6392538	Commonwealth realm of Kenya
2543	Q6393363	Kerala Kingdom
2544	Q6400806	Khasa
2545	Q6498248	Lauhitya Kingdom
2546	Q6648074	Chu (Chen Sheng)
2547	Q7244759	Лакз
2548	Q7314427	Republic of Baja California
2549	Q7362066	Roman Libya
2550	Q7638035	Sumpa
2551	Q9304513	seigneurie de Naplouse
2552	Q9385316	休循
2553	Q9477386	劫国
2554	Q9904423	Dapeng
2555	Q10259881	尉犂國
2556	Q10297069	扜弥
2557	Q10463240	精絕
2558	Q10513648	蒲类
2559	Q10791211	Kingdom of Mrauk U
2560	Q10826781	Thủy Xá and Hỏa Xá
2561	Q10827839	平氏政権
2562	Q10878917	九江国
2563	Q10888925	偪国
2564	Q10894682	冀国
2565	Q10896028	凡国
2566	Q10921634	Khoshut Khanate
2567	Q10935638	Tai Republic
2568	Q10943175	姑墨
2569	Q10975458	Maramureș
2570	Q10988528	Second East Turkestan Republic
2571	Q11040270	尹國
2572	Q11061992	Government of the Republic of China in Guangzhou
2573	Q11064889	廧咎如
2574	Q11074451	戎蛮
2575	Q11076605	护国军政府
2576	Q11097973	Li Shu
2577	Q11100500	Yang (state)
2578	Q11126834	Mao (state)
2579	Q11165755	Polska Ludowa
2580	Q11177699	Czechoslovak Federative Republic
2581	Q11266977	Epirus
2582	Q11378566	仲王朝
2583	Q11571391	狗奴國
2584	Q11621245	蒙古联盟自治政府
2585	Q11750128	Królestwo Polskie (1830–1831)
2586	Q11903659	Aapir
2587	Q11909245	Bezaume
2588	Q11910203	Al-Busi
2589	Q11929656	Karakh
2590	Q11929756	khanat de Balkh
2591	Q11936115	Masmughans of Damavand
2592	Q12054859	Slovak People's Republic
2593	Q12488402	Kadipaten Pesantenan
2594	Q12491035	Kalinyamat Sultanate
2595	Q12491037	Kerajaan Kanjuruhan
2596	Q12582684	Gamhaeguk
2597	Q12595272	Morobiriguk
2598	Q12607240	Yeomnoguk
2599	Q12608943	Uyuguk
2600	Q12610676	Eumjeupbeolguk
2601	Q12868805	სანიგეთი
2602	Q13031081	Клецкае княства
2603	Q13107370	Principality of Serbia
2604	Q13131807	Kingdom of Morgannwg
2605	Q13534654	Taifa of Toledo
2606	Q14803080	Jimara
2607	Q15104874	Ailech
2608	Q15890388	肸顿
2609	Q15899492	大圣王朝
2610	Q15902277	聖朝國
2611	Q15904032	薩迦巴
2612	Q15917061	謝國
2613	Q15924477	鄫国
2614	Q15940244	舒国
2615	Q16158529	Ajmer State
2616	Q16575705	Marchesato di Medole
2617	Q16656928	Kazan kingdom
2618	Q16662014	Карлукское ханство
2619	Q16674374	Marquis of Veere and Flushing
2620	Q16674381	République partisane de Cassiglio
2621	Q16701789	Стародубское княжество
2622	Q16770423	Kesultanan Makasar
2623	Q16953965	British Military Administration
2624	Q17040704	Gouding
2625	Q17068375	Ramannadesa
2626	Q17355516	Kingdom of Voss
2627	Q17523945	Toltec Empire
2628	Q17526620	Shirvanshahs' State
2629	Q17540123	Erfurter Staat
2630	Q18109835	大順朝
2631	Q18165296	谷国
2632	Q18599179	Казан татарлары
2633	Q18648857	The Landi State
2634	Q18816951	Шуми
2635	Q19851632	东土中华大乾王国
2636	Q19929935	Commonwealth realm of Tanganyika
2637	Q20465038	Kerajaan Keritang
2638	Q20581158	Kerajaan Demak
2639	Q21001782	Kingdom of Leinster
2640	Q21076457	khanat de Kunduz
2641	Q21409375	North-Eastern Rus'
2642	Q21815320	Emirat de Katsina
2643	Q21815328	Emirat de Mubi
2644	Q22936401	Luyag na Kaboloan
2645	Q25508815	Naiman state
2646	Q25536394	Вялікае Княства Літоўскае, 1812
2647	Q28136352	Cebrenia
2648	Q28417053	頓國
2649	Q30943871	黎國
2650	Q30944977	廬國
2651	Q30944981	卢国
2652	Q30945434	狄戎
2653	Q30945771	越戲方
2654	Q30945845	闕鞏國
2655	Q42345047	Catalan Republic (1641)
2656	Q43132080	Kerman Seljuk Sultanate
2657	Q56228973	Kepaksian Belunguh
2658	Q56228977	Kerajaan Baringin
2659	Q56228986	Kerajaan Gelgel
2660	Q60785082	Kingdom of Kashi
2661	Q60849938	Хорезмская Социалистическая Советская Республика
2662	Q65123867	Kingdom of Yatenga
2663	Q84734237	ߞߙߎ߬ߞߊ߲ߝߎߥߊ߫ ߟߊ߬ߘߍ߬ ߞߎ߲
2664	Q25	Wales
2665	Q26	Northern Ireland
2666	Q28	Hungary
2667	Q29	Spain
2668	Q36	Poland
2669	Q39	Switzerland
2670	Q96	Mexico
2671	Q142	France
2672	Q184	Belarus
2673	Q223	Greenland
2674	Q225	Bosnia and Herzegovina
2675	Q227	Azerbaijan
2676	Q232	Kazakhstan
2677	Q657	Chad
2678	Q709	Marshall Islands
2679	Q766	Jamaica
2680	Q778	Bahamas
2681	Q784	Dominica
2682	Q800	Costa Rica
2683	Q858	Syria
2684	Q865	Taiwan
2685	Q1020	Malawi
2686	Q1042	Seychelles
2687	Q1165	Bihar
2688	Q1168	Chhattisgarh
2689	Q1186	Kerala
2690	Q1445	Tamil Nadu
2691	Q1505	Sikkim
2692	Q2895	Byelorussian Soviet Socialist Republic
2693	Q4958	Liao dynasty
2694	Q8959	Northern Yuan Dynasty
2695	Q11768	Ancient Egypt
2696	Q16644	Northern Mariana Islands
2697	Q22048	Odisha
2698	Q23427	South Ossetia
2699	Q26847	Galatia
2700	Q28513	Austria-Hungary
2701	Q29999	Kingdom of the Netherlands
2702	Q34756	Qin
2703	Q47588	Basque Country
2704	Q49326	Majapahit
2705	Q58296	French First Republic
2706	Q58738	Bavarian Soviet Republic
2707	Q68678	Socialist Soviet Republic of Byelorussia
2708	Q72785	Cretan State
2709	Q75613	Almoravid dynasty
2710	Q80338	Bengal
2711	Q83444	Kingdom of Corsica
2712	Q83536	Anglo-Corsican Kingdom
2713	Q87791	Frisian Kingdom
2714	Q111471	Dál Riata
2715	Q119695	New Castile Governorate
2716	Q126936	Visigothic Kingdom
2717	Q130280	Estonian Soviet Socialist Republic
2718	Q130842	Greater Lebanon
2719	Q131337	Azerbaijan Soviet Socialist Republic
2720	Q146597	Zand dynasty
2721	Q146872	State of Aleppo
2722	Q147909	Kingdom of Bulgaria
2723	Q149832	Kingdom of Kurdistan
2724	Q156513	Banat Republic
2725	Q165040	Duchy of Parma
2726	Q172640	North Vietnam
2727	Q176466	Rewa State
2728	Q178084	Ilkhanate
2729	Q179023	French colonial empire
2730	Q187684	Despotate of Epirus
2731	Q187979	Early Dynastic Period of Egypt
2732	Q188161	Dutch East Indies
2733	Q191077	Kingdom of Yugoslavia
2734	Q191484	Old Great Bulgaria
2735	Q200667	Ladakh
2736	Q206411	Democratic Republic of Azerbaijan
2737	Q207162	Bourbon Restoration
2738	Q207600	Aghlabids
2739	Q213638	Kingdom of Cyprus
2740	Q218023	Orange Free State
2741	Q221357	Dutch Brazil
2742	Q230407	Kingdom of Israel
2743	Q231392	Kingdom of Asturias
2744	Q243652	Hungarian Soviet Republic
2745	Q269237	Fifth Dynasty of Egypt
2746	Q283680	Carchemish
2747	Q285658	First Mexican Empire
2748	Q307041	Socialist Soviet Republic of Abkhazia
2749	Q310650	Schaumburg-Lippe
2750	Q313136	Kingdom of Dumnonia
2751	Q332137	Kingdom of Commagene
2752	Q373189	Bithynia
2753	Q377350	Iberian Union
2754	Q391980	Free Territory of Trieste
2755	Q427941	Islamic Emirate of Afghanistan
2756	Q430309	Đại Việt
2757	Q436994	Kingdom of Dublin
2758	Q451677	Amabi
2759	Q466551	Transkei
2760	Q470467	Amfo'an
2761	Q473353	Ammon
2762	Q491790	Kerman-Seldschuken
2763	Q497777	First Spanish Republic
2764	Q500965	Kingdom of Gera
2765	Q523435	United States of Indonesia
2766	Q537503	Principality of Piombino
2767	Q560771	Margraviate of Baden-Baden
2768	Q568452	Restoration in Switzerland
2769	Q572222	County of Horne
2770	Q580447	Duchy of Styria
2771	Q600018	Kingdom of Hungary
2772	Q617218	Yamhad
2773	Q618399	Republic of the Congo (Léopoldville)
2774	Q624887	Neo-Babylonian Empire
2775	Q640010	Ardra
2776	Q643900	Salm-Blankenburg
2777	Q649262	Arzawa
2778	Q655621	Principality of Transylvania
2779	Q662653	British Somaliland
2780	Q668294	Kamerun
2781	Q669534	Patiala and East Punjab States Union
2782	Q677037	Telangana
2783	Q680472	Principality of Volhynia
2784	Q686971	Lands of the Bohemian Crown
2785	Q691037	Busoga
2786	Q696242	Wang Jingwei regime
2787	Q698089	Grand Duchy of Würzburg
2788	Q707917	East Hebei Autonomous Council
2789	Q721272	Lanka
2790	Q730163	Autonomous Republic of Northern Epirus
2791	Q733799	Kingdom of the Hwicce
2792	Q736839	Kamakura shogunate
2793	Q737040	Islamic Courts Union
2794	Q737648	Twenty-fifth Dynasty of Sudanese
2795	Q746443	Golden Ambrosian Republic
2796	Q748595	Qataban
2797	Q748876	Kotokolia
2798	Q752265	Seha River Land
2799	Q761370	Aro Confederacy
2800	Q781705	Mughan Soviet Republic
2801	Q788123	Comté de Tende
2802	Q794451	Azzi
2803	Q796583	Kingdom of Kongo
2804	Q809652	Barwani State
2805	Q815524	Belgian colonial empire
2806	Q821546	Bit Bahiani
2807	Q823862	Quwê
2808	Q824489	Estado Novo
2809	Q825902	Polish–Lithuanian union
2810	Q834486	Federation of South Arabia
2811	Q837136	Kingdom of Deheubarth
2812	Q837855	Qi
2813	Q870055	Kingdom of Laos
2814	Q899706	Peru–Bolivian Confederation
2815	Q903779	United Kingdom of Portugal, Brazil and the Algarves
2816	Q904346	Kingdom of Desmond
2817	Q909650	Ara Gaya
2818	Q924833	Kaarta
2819	Q926295	Italian Empire
2820	Q927154	Tsardom of Vidin
2821	Q932370	Changbhakar
2822	Q947616	Rascia
2823	Q950756	Ba
2824	Q956729	Counts of Berga
2825	Q958291	United Principalities
2826	Q971375	Shewa
2827	Q994451	Western Liang
2828	Q1025803	Cai
2829	Q1028835	British Cameroons
2830	Q1031430	Habsburg Netherlands
2831	Q1046443	Republic of Užice
2832	Q1061582	Chan Santa Cruz
2833	Q1062415	Kingdom of Champasak
2834	Q1069636	Saurashtra
2835	Q1079109	Calchfynydd
2836	Q1096374	Banu Ilyas
2837	Q1100893	Province of the Dejanović family
2838	Q1106424	Darawiish
2839	Q1111926	Taqali
2840	Q1130797	Hill States of India
2841	Q1131500	Free State of Icaria
2842	Q1132786	Ouaddai Empire
2843	Q1136251	Kingdom of Thulamela
2844	Q1136259	Koofur Orsi
2845	Q1139314	Kathiawar Agency
2846	Q1139762	Kanem-Bornu Empire
2847	Q1146786	Señorío of Cuzcatlán
2848	Q1148907	State of Katanga
2849	Q1188459	Yarkent Khanate
2850	Q1193554	Guge
2851	Q1232141	Djelgodji
2852	Q1252942	Duklja
2853	Q1268307	Dvaravati
2854	Q1275804	Deng
2855	Q1276649	Seven Warring States
2856	Q1291919	Yan
2857	Q1297894	County of Ribagorza
2858	Q1324889	Beylik of Germiyan
2859	Q1330290	Southern Liang
2860	Q1330881	Hamazi
2861	Q1365851	Minaeans
2862	Q1400780	Sailana State
2863	Q1415162	Garðaríki
2864	Q1435466	Limerick Soviet
2865	Q1457519	Udaipur State
2866	Q1471995	Former Qin
2867	Q1479630	Kingdom of Loango
2868	Q1483403	Principality of Dukagjini
2869	Q1499150	Lucchesische Republik
2870	Q1517159	Hadhramaut
2871	Q1519074	Lands of Denmark
2872	Q1530762	Kingdom of Kandy
2873	Q1535236	Kalahandi State
2874	Q1557792	Gwalior State
2875	Q1642472	Tondo (historical polity)
2876	Q1649871	Kingdom of Poland
2877	Q1651832	Thaton Kingdom
2878	Q1656624	Idalium
2879	Q1658411	Raj of Sarawak
2880	Q1688526	Yettishar
2881	Q1747689	Ancient Rome
2882	Q1759078	Kingdom of Jimma
2883	Q1760729	Alashiya
2884	Q1776972	Ramdurg State
2885	Q1815305	Qashliq
2886	Q1865132	Aden Protectorate
2887	Q1877562	Mark Marmoutier
2888	Q1885093	Mahra Sultanate
2889	Q1926180	Sankheda Mehwas
2890	Q1936158	Minyue
2891	Q1948254	Mormaer of Moray
2892	Q1984556	Niamina
2893	Q1986139	Parthian Empire
2894	Q1991084	White Serbia
2895	Q1994382	North Caucasian Emirate
2896	Q1998401	North Yemen
2897	Q2028730	Улус Орда-Эджена
2898	Q2040947	Kerajaan Inderagiri
2899	Q2090473	Khazar Khaganate
2900	Q2118309	Poonch
2901	Q2122499	Surakarta Sunanate
2902	Q2150951	State of Haiti
2903	Q2208978	Alamannia
2904	Q2214985	Northern Liao
2905	Q2221701	Sangli State
2906	Q2287491	Qedarite
2907	Q2305208	Russian Soviet Federative Socialist Republic
2908	Q2314907	Later Zhao
2909	Q2368620	Rui
2910	Q2368631	纪国
2911	Q2393278	Republic of Cospaia
2912	Q2431480	Tibetan Empire
2913	Q2458532	Terra Mariana
2914	Q2473518	Uduri-Etiuni
2915	Q2499883	Ura
2916	Q2504040	Gagauz Republic
2917	Q2507497	National Legionary State
2918	Q2522604	Taifa of Tejada
2919	Q2529175	Vizegrafschaft Meaux
2920	Q2564950	Western India States Agency
2921	Q2576305	Duchy of Croatia
2922	Q2593459	Provisional Government of Hawaii
2923	Q2605410	Tarascan State
2924	Q2616953	Quisling regime
2925	Q2618458	Madras State
2926	Q2625496	State of East Indonesia
2927	Q2631403	Republic of Kosova
2928	Q2657134	Kingdom of Albania
2929	Q2670139	Porhoët
2930	Q2670895	Taifa of Alpuente
2931	Q2753516	Königreich Barotse
2932	Q2776615	Batuma Respubliko
2933	Q2778131	Dizak
2934	Q2784785	Kingdom of the Gepids
2935	Q2918348	Goa, Daman and Diu
2936	Q2976571	County of Drenthe
2937	Q2979717	Second Empire of Haiti
2938	Q2988069	Pan Pan
2939	Q3167772	Kingdom of Polonnaruwa
2940	Q3324486	Prince-Bishopric of Montenegro
2941	Q3503548	Sultanate of Bulungan
2942	Q3556993	Viscounty of Léon
2943	Q3624335	Duchy of Austria
2944	Q3652371	Abasgia
2945	Q3688198	Contea di Gattara
2946	Q3707863	Dinastia macedone dell'Egitto
2947	Q3715875	Ducato di Sabbioneta
2948	Q3845404	Marca fermana
2949	Q3845756	Marchesato di Castel Goffredo
2950	Q3845759	Marchesato di Gavi
2951	Q3845760	Marchesato di Gorzegno
2952	Q3933256	Repubblica partigiana della Val Taro
2953	Q3960459	Kingdom of Sikkim
2954	Q4055229	Абхазские княжества
2955	Q4056388	Government of Inner Mongolia
2956	Q4069055	Арест отрекшегося Николая II в Царском Селе
2957	Q4079098	Басмыльский каганат
2958	Q4096583	Британская Южная Африка
2959	Q4120907	内蒙古自治运动联合会
2960	Q79	Egypt
2961	Q4147013	Государство Тулунидов
2962	Q4148098	Earldom of Orkney
2963	Q4154364	Sultanate of Damagaram
2964	Q4212235	Kangar union
2965	Q4219801	Кесунское княжество
2966	Q4276709	Малая Башкирия
2967	Q4296376	Misiminia
2968	Q4336183	Оренбургский Казачий Круг
2969	Q4393602	Republic of the North Solomons
2970	Q4398229	Russian state 1918-1920
2971	Q4401303	Kingdom of Butuan
2972	Q4517333	Da Chu
2973	Q4690373	Afshar Beylik
2974	Q4833446	Second Turkic Khaganate
2975	Q5102103	Reddy Dynasty
2976	Q5228183	Kingdom of Vaspurakan
2977	Q5311360	Duchy of Inowrocław
2978	Q5311378	Duchy of Perugia
2979	Q5366130	郕国
2980	Q5479650	Franceville, New Hebrides
2981	Q5520664	Gandhara Kingdom
2982	Q5653520	Hara Huna Kingdom
2983	Q6106050	Supreme Council of the Floridas
2984	Q6174260	Época Garciana
2985	Q6207845	Jodhpur State
2986	Q6382548	Kedatuan
2987	Q6385364	Kekeya Kingdom
2988	Q6430319	Kontagora Emirate
2989	Q6987126	Negara Daha
2990	Q7314513	Republic of South Carolina
2991	Q7882199	Burgundian State
2992	Q8003894	Xi
2993	Q8067629	Zazzau
2994	Q8842943	Estado Libre del Istmo
2995	Q9390027	依耐
2996	Q10297224	捐毒
2997	Q10408695	狐胡
2998	Q10430470	白題
2999	Q10497374	舒鳩國
3000	Q10715354	Neo-Inca State
3001	Q10912581	双靡
3002	Q10920088	Zhou dynasty (1678–1681)
3003	Q10932236	夔國
3004	Q10938496	大靖政權
3005	Q10965276	Clun
3006	Q10997467	Kerajaan Kotawaringin
3007	Q11060334	常山国 (楚汉战争)
3008	Q11088223	Ming Zheng
3009	Q11091481	Jiang Qi
3010	Q11120039	極國
3011	Q11125624	殷国 (楚汉战争)
3012	Q11237141	Kalingga
3013	Q11608382	織田政権
3014	Q11908082	Banu Djubar
3015	Q11909456	Bit Agusi
3016	Q11913408	Celtiberia
3017	Q11913591	Champaner
3018	Q11920943	estat del Kuban
3019	Q11923784	Garenganze
3020	Q11945165	regne de Sheka
3021	Q11950520	sultanat de Tadjoura
3022	Q11950523	Sumapaz
3023	Q11954516	vescomtat de Gabardà
3024	Q12183911	Syrian Federation
3025	Q12491044	Kerajaan Negara Dipa
3026	Q12491059	Kingdom of Sumedang Larang
3027	Q12491396	Kesultanan Buton
3028	Q12491399	Kutai (Sultanate)
3029	Q12502383	Pamukan
3030	Q12505550	Pinangawan
3031	Q12597397	Balloguk
3032	Q12793818	Kobarid Republic
3033	Q13164238	祭 (周)
3034	Q13411328	Muscovy
3035	Q13576027	Prome Kingdom
3036	Q14544269	Molo (Westtimor)
3037	Q14624218	Western Chalukya Empire
3038	Q14920623	Commonwealth realm of Sierra Leone
3039	Q15241011	작 (제후)
3040	Q15243157	Luwu
3041	Q15535871	Uzbek Khanate
3042	Q15824305	Kota Pinang
3043	Q15849636	Sungai Taras
3044	Q15895314	翟国
3045	Q15902564	後大中華佛國
3046	Q15904169	农佛合国
3047	Q15935206	罗国
3048	Q15952682	郳國
3049	Q15956330	顓臾國
3050	Q16034236	Sultanat de Goba'ad
3051	Q16086793	Revolutionary Serbia
3052	Q16150196	Donetsk People's Republic
3053	Q16250774	Kharkov People's Republic
3054	Q16555898	Feudo di Gazoldo
3055	Q16639091	Государство Лаос
3056	Q16683504	Орёл Шестого легиона
3057	Q17004586	茅國
3058	Q17030053	韩国 (汉朝)
3059	Q17036011	Yan (Zang Tu)
3060	Q17080982	Palistin
3061	Q17161010	小虢國
3062	Q17501190	门毒国
3063	Q17524011	Dardanian Kingdom
3064	Q17636162	Marchesato di Sorbello
3065	Q18129046	Oudh State
3066	Q18643293	Сул-Санааг-Айн
3067	Q19831559	Oldenburg
3068	Q19901436	Suriname
3069	Q19985067	Principato di Oneglia
3070	Q20379740	Mauretanian kuningaskunta
3071	Q20581170	Kerajaan Gowa
3072	Q20739561	Yancai
3073	Q21005050	Kingdom of Morgannwg
3074	Q21590889	Dar al Kuti
3075	Q21693792	Abekouta
3076	Q21815322	Emirat de Keffi
3077	Q21819879	emirat de Wase
3078	Q21843509	Бадахшанское ханство
3079	Q24833581	大骆国
3080	Q25226973	Zhoulai
3081	Q28051704	Sena kingdom
3082	Q28419349	Bakhatgarh
3083	Q28876802	Урыс Олысы
3084	Q29654286	Kingdom of Cappadocia
3085	Q30607493	Wituland
3086	Q30940754	光國
3087	Q30943817	邶國
3088	Q30945109	驪戎
3089	Q30945170	苴國
3090	Q30945442	鐸辰
3091	Q30945629	Peng
3092	Q31281094	Kingdom of Naples and Sicily
3093	Q42346198	Catalan Republic
3094	Q48698054	Montsoreau
3095	Q50825947	Daju kingdom
3096	Q56228971	Kadipaten Tegal
3097	Q56229012	Kerajaan Tallu Batu Papan
3098	Q56389709	Poso
3099	Q66675079	Aztec civilization
3100	Q22	Scotland
3101	Q32	Luxembourg
3102	Q40	Austria
3103	Q117	Ghana
3104	Q219	Bulgaria
3105	Q230	Georgia
3106	Q423	North Korea
3107	Q711	Mongolia
3108	Q730	Suriname
3109	Q733	Paraguay
3110	Q790	Haiti
3111	Q794	Iran
3112	Q833	Malaysia
3113	Q846	Qatar
3114	Q884	South Korea
3115	Q958	South Sudan
3116	Q965	Burkina Faso
3117	Q971	Republic of the Congo
3118	Q986	Eritrea
3119	Q1019	Madagascar
3120	Q1028	Morocco
3121	Q1030	Namibia
3122	Q1050	Eswatini
3123	Q1188	Madhya Pradesh
3124	Q1191	Maharashtra
3125	Q2044	Florence
3126	Q7405	Sui dynasty
3127	Q21056	Onondaga people
3128	Q25979	Kushan Empire
3129	Q26927	Lakshadweep
3130	Q28084	Gaya confederacy
3131	Q28208	Goryeo
3132	Q28233	Korean Empire
3133	Q30609	Independent Macedonia
3134	Q33235	Upper Burgundy
3135	Q37102	Rif Republic
3136	Q46652	Malacca sultanate
3137	Q49683	Grand Duchy of Lithuania
3138	Q49697	Liu Song dynasty
3139	Q62456	Southern Qi
3140	Q69323	Kingdom of France (1791-1792)
3141	Q80211	Lithuanian Soviet Socialist Republic
3142	Q83821	Bijapur Sultanate
3143	Q105098	Austrasia
3144	Q106577	Neustria
3145	Q121869	Nupe
3146	Q128904	Elam
3147	Q129799	Bukey Horde
3148	Q132856	Armenian Soviet Socialist Republic
3149	Q139670	First Republic of Armenia
3150	Q142417	Kingdom of Valencia
3151	Q146562	State of Damascus
3152	Q146600	Arab Kingdom of Syria
3153	Q148540	Republic of Florence
3154	Q149427	Samo's Empire
3155	Q150056	Kingdom of Cochin
3156	Q150061	Republic of Ararat
3157	Q151148	Chola dynasty
3158	Q153128	Independent State of Croatia
3159	Q157734	Muscat and Oman
3160	Q157956	Nineteenth Dynasty of Egypt
3161	Q158236	Bophuthatswana
3162	Q161036	Free State of Prussia
3163	Q164079	Kingdom of Hanover
3164	Q170174	Papal States
3165	Q171348	Crown of the Kingdom of Poland
3166	Q172579	Kingdom of Italy
3167	Q174193	United Kingdom of Great Britain and Ireland
3168	Q177076	Caucasian Albania
3169	Q178038	Second Spanish Republic
3170	Q179548	QwaQwa
3171	Q180114	Ayyubid dynasty
3172	Q180235	Wadhwan State
3173	Q182279	Fadhli Sultanate
3174	Q185068	Urartu
3175	Q186537	Khanate of Kazan
3176	Q197913	Zhongshan (state)
3177	Q199711	Tajik Soviet Socialist Republic
3178	Q200464	Portuguese Empire
3179	Q203859	First Dynasty of Egypt
3180	Q205718	Zirid dynasty
3181	Q207991	Imperial State of Iran
3182	Q208169	Republic of Ragusa
3183	Q209857	Kingdom of Lombardy–Venetia
3184	Q211001	Fourth Dynasty of Egypt
3185	Q211092	Socialist Republic of Slovenia
3186	Q211853	Republic of Serbian Krajina
3187	Q212278	Kingdom of Holland
3188	Q213353	Cisalpine Republic
3189	Q215643	Indo-Greek Kingdom
3190	Q216068	Sheba
3191	Q234009	Magadha
3192	Q237234	Osroene
3193	Q240592	Socialist Republic of Macedonia
3194	Q242036	Tamil Eelam
3195	Q243610	Ukrainian People's Republic
3196	Q245160	Democratic Republic of Georgia
3197	Q253094	Kingdom of Hungary
3198	Q272033	County of Tripoli
3199	Q282350	Land of Punt
3200	Q282475	Kingdom of Kartli-Kakheti
3201	Q283627	Margraviate of Austria
3202	Q284964	Cao
3203	Q294652	House of Ögedei
3204	Q310293	Saar
3205	Q319460	Northern Song Dynasty
3206	Q320925	Shu Han
3207	Q321371	Bosporan Kingdom
3208	Q332337	League of Corinth
3209	Q335088	Armenian Kingdom of Cilicia
3210	Q357201	Burgundy
3211	Q368986	Republic of Mississippi
3212	Q373650	Sur Empire
3213	Q425405	Kingdom of Khana
3214	Q431575	Idrisid dynasty
3215	Q454941	Amarasi
3216	Q459188	Kingdom of the Isles
3217	Q466433	Karkota dynasty
3218	Q483421	Meluhha
3219	Q497958	Idumea
3220	Q501754	Carantania
3221	Q507346	Baté Empire
3222	Q507796	Gujarat Sultanate
3223	Q514557	Vest Recklinghausen
3224	Q517333	Principality of Polotsk
3225	Q532048	Sandur State
3226	Q550691	Malwa
3227	Q552241	Akhiyawa
3228	Q555994	Ag Qoyunlu Tribe
3229	Q577668	Khanate of Bukhara
3230	Q577867	Kingdom of Poland
3231	Q583038	Ostrogothic Kingdom
3232	Q589662	Royal Prussia
3233	Q605199	Vajji
3234	Q616965	State of Grão-Pará and Maranhão
3235	Q623751	Kingdom of Bernicia
3236	Q623944	Arab Islamic Republic
3237	Q625649	Aram-Damascus
3238	Q638522	Ardalan
